|time|user|text
1|26.12.2019 21:23:14|Ivan100968 Vechtomov100968|Акцепт наберите, я первый раз то же долго искал
2|26.12.2019 21:25:27|!|Нашёл, спасибо
3|26.12.2019 21:25:46|Aleksandr|Покупайте 
4|26.12.2019 21:25:59|!|Завтра
5|26.12.2019 21:26:42|Aleksandr|Завтра черная пятница  Финальные распродажи
6|26.12.2019 22:05:48|Alexey|Скидок не дадут
7|26.12.2019 22:06:14|Aleksandr|Не , цены итак по акции. В следующем году дороже
8|26.12.2019 22:07:00|Сергей|Распродажа второй коллекции
9|26.12.2019 22:13:13|Alexey|Дени вон трейд ин вовсю внедряет уже Не понравилось  можете вернуть
10|26.12.2019 22:26:33|Kir|Трейдин это обмен старого на новое, например обменять свои старые облигации на новенькие акции 
11|26.12.2019 22:26:59|Alex|Ееее, конвертация
12|26.12.2019 22:38:53|Шура SiberianRanger|
13|26.12.2019 22:58:49|К& Б:))🍷|Нормальный порядок. Схема давно отработана и проще, чем через брокера. Т к тут вы напрямую уведомляете оферента и получаете от него подтверждение о принятии вами оферты. В случае проблем понятно где концы искать...
16|27.12.2019 06:30:39|Владимир Парцей|Вчера купил 2 облиги дени. К вечеру продал
18|27.12.2019 06:45:52|Дмитрий|Оффтоп. На Яплакал реклама того, кого нельзя называть 
19|27.12.2019 07:16:55|"PRObonds | LIVE"|probondsмонитор офз ОФЗ должны были откорректироваться. ОФЗ откорректировались. Драмы не произошло, равно как не произошло ожидаемого многими ралли госдолга. Госдолг стабилизируется в сужающихся и не особенно интересных частному инвестору ставках доходностей. Привычная формула не устраивает депозит, покупай ОФЗ становится не очевидной.
20|27.12.2019 07:17:29|"PRObonds | LIVE"|probondsмонитор субфеды Облигации субъектов федерации давно в роли догоняющих и в этой роли остаются. Давай хоть какойто шанс частному инвестору дать государству взаймы под приемлемый процент. Восьмые ставки закончились давно. Седьмые еще остались. Как и ранее, оперировать кредитным качеством отдельных регионов в стране, где региональная власть входит в единую структуру с федеральной, дело бессмысленное. Берем что ликвиднее и с большей доходностью и искренне желаем Родине стабильности в политике и госфинансах.
21|27.12.2019 07:23:52|"PRObonds | LIVE"|probondsмонитор крупнейшиекорпорации Облигации крупнейших корпораций ожидаемо дорожают. Кредитное качество первого эшелона в ситуации денежного избытка в экономике приближается к качеству госдолга. Спред доходностей с госдолгом в течение осени расширялся ОФЗ росли в цене слишком быстро и сейчас имеет тенденцию к сокращению. Вероятно, 7 годовых и выше вскоре окажутся не столь частым явлением для сектора.
