|time|user|text
1|25.03.2020 17:00:16|Harry Lime|Атлант расправил печень
2|25.03.2020 17:01:00|Кирилл|Библеотеки не трожьте В МСК и обл. очень хорошая з\п у библиотек. 5080 тыс.
3|25.03.2020 17:01:12|Rost|джанки вверх открылись
4|25.03.2020 17:01:39|Georgii|с безработными то ещё другая проблемма я скоро как 6 лет на одном месте работаю. белая зп. в службе занятости последний раз был лет 10 назад. но если я окажусь безработным нормального пособия могу не ждать. ограничение жёсткое сверху
5|25.03.2020 17:01:53|Rost|правда чтоль  нихрена не делать сидеть и 50к получать 
6|25.03.2020 17:02:31|Алексей Шубин|IMOEX не улетел вниз, так что без паники 
7|25.03.2020 17:03:18|Georgii|Мск не россия. это первое. Второе у меня тётя работает в столице. Бибилиотека в ВУЗе. В мск родилась и всю жизнь живёт. Образование сециальное, опыт работы.. ЗП дведцать с чем то. ни о каких 80 тыс она не слышала. 20 это конечно лучше чем 10, но тоже не слишком много
8|25.03.2020 17:03:21|Кирилл|У сестры gt80 тыров... Библиотека. Сейчас в управлении библиотек. Сам работал с библиотекамитакой поток денег идетмама не горюй...
9|25.03.2020 17:03:54|Rost|пипец, я ничего не понимаю
10|25.03.2020 17:04:02|Andrey Hohrin|я люблю эту страну. и буду любить ее из любой точки мира
11|25.03.2020 17:04:26|Georgii|это в какой библиотеке Вы напишите тёте скажу что бы туда устроилась. хотя с такой ЗП скорее всего большой плат или ведение нужно что бы устроится
12|25.03.2020 17:04:41|Alexi|У Иволги будут выходные
13|25.03.2020 17:04:48|Евгений|Цитата с сайта первого канала Предлагаю для граждан, чей общий объём банковских вкладов или инвестиций в долговые ценные бумаги превышает 1 миллион рублей, установить налог на процентный доход в размере 13 процентов. То есть, повторю, не сам вклад, а только проценты, получаемые с таких вложений, будут облагаться налогом на доходы физических лиц
14|25.03.2020 17:04:58|Andrey Hohrin|мы финучреждение. так что, надеюсь, не будет
15|25.03.2020 17:05:13|Rost|ну народ щя кинется неделю в бумагах просидеть
